Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:19:10.964000,COL,43,0 days 00:01:31.193000,16.0,1.0,,0 days 01:19:07.220000,0 days 00:00:28.117000,0 days 00:00:29.780000,0 days 00:00:33.296000,0 days 01:18:07.872000,0 days 01:18:37.652000,0 days 01:19:10.948000,318.0,318.0,,320.0,False,MEDIUM,16.0,True,Williams,0 days 01:17:39.771000,2024-09-01 13:25:23.690,1,12.0,False,,False,False
0 days 01:20:57.313000,COL,43,0 days 00:01:46.349000,17.0,2.0,0 days 01:19:32.407000,,0 days 00:00:48.514000,0 days 00:00:29.392000,0 days 00:00:28.443000,0 days 01:19:59.462000,0 days 01:20:28.854000,0 days 01:20:57.297000,322.0,313.0,312.0,283.0,False,HARD,1.0,True,Williams,0 days 01:19:10.964000,2024-09-01 13:26:54.883,1,17.0,False,,False,False
0 days 01:22:21.798000,COL,43,0 days 00:01:24.485000,18.0,2.0,,,0 days 00:00:27.472000,0 days 00:00:28.844000,0 days 00:00:28.169000,0 days 01:21:24.769000,0 days 01:21:53.613000,0 days 01:22:21.782000,315.0,318.0,311.0,328.0,True,HARD,2.0,True,Williams,0 days 01:20:57.313000,2024-09-01 13:28:41.232,1,17.0,False,,False,True
0 days 01:23:46.726000,COL,43,0 days 00:01:24.928000,19.0,2.0,,,0 days 00:00:27.518000,0 days 00:00:29.134000,0 days 00:00:28.276000,0 days 01:22:49.300000,0 days 01:23:18.434000,0 days 01:23:46.710000,314.0,315.0,311.0,325.0,False,HARD,3.0,True,Williams,0 days 01:22:21.798000,2024-09-01 13:30:05.717,1,17.0,False,,False,True
0 days 01:25:11.874000,COL,43,0 days 00:01:25.148000,20.0,2.0,,,0 days 00:00:27.749000,0 days 00:00:29.188000,0 days 00:00:28.211000,0 days 01:24:14.459000,0 days 01:24:43.647000,0 days 01:25:11.858000,,316.0,311.0,326.0,False,HARD,4.0,True,Williams,0 days 01:23:46.726000,2024-09-01 13:31:30.645,1,16.0,False,,False,True
0 days 01:26:36.658000,COL,43,0 days 00:01:24.784000,21.0,2.0,,,0 days 00:00:27.737000,0 days 00:00:28.962000,0 days 00:00:28.085000,0 days 01:25:39.595000,0 days 01:26:08.557000,0 days 01:26:36.642000,312.0,316.0,312.0,325.0,False,HARD,5.0,True,Williams,0 days 01:25:11.874000,2024-09-01 13:32:55.793,1,16.0,False,,False,True
0 days 01:28:01.510000,COL,43,0 days 00:01:24.852000,22.0,2.0,,,0 days 00:00:27.692000,0 days 00:00:29.017000,0 days 00:00:28.143000,0 days 01:27:04.334000,0 days 01:27:33.351000,0 days 01:28:01.494000,315.0,317.0,312.0,,False,HARD,6.0,True,Williams,0 days 01:26:36.658000,2024-09-01 13:34:20.577,1,16.0,False,,False,True
0 days 01:29:26.159000,COL,43,0 days 00:01:24.649000,23.0,2.0,,,0 days 00:00:27.600000,0 days 00:00:28.921000,0 days 00:00:28.128000,0 days 01:28:29.094000,0 days 01:28:58.015000,0 days 01:29:26.143000,,316.0,313.0,,False,HARD,7.0,True,Williams,0 days 01:28:01.510000,2024-09-01 13:35:45.429,1,16.0,False,,False,True
0 days 01:30:50.794000,COL,43,0 days 00:01:24.635000,24.0,2.0,,,0 days 00:00:27.614000,0 days 00:00:28.932000,0 days 00:00:28.089000,0 days 01:29:53.757000,0 days 01:30:22.689000,0 days 01:30:50.778000,314.0,316.0,312.0,328.0,False,HARD,8.0,True,Williams,0 days 01:29:26.159000,2024-09-01 13:37:10.078,1,16.0,False,,False,True
0 days 01:32:15.710000,COL,43,0 days 00:01:24.916000,25.0,2.0,,,0 days 00:00:27.635000,0 days 00:00:29.099000,0 days 00:00:28.182000,0 days 01:31:18.413000,0 days 01:31:47.512000,0 days 01:32:15.694000,,315.0,312.0,326.0,False,HARD,9.0,True,Williams,0 days 01:30:50.794000,2024-09-01 13:38:34.713,1,16.0,False,,False,True
0 days 01:33:40.349000,COL,43,0 days 00:01:24.639000,26.0,2.0,,,0 days 00:00:27.668000,0 days 00:00:28.821000,0 days 00:00:28.150000,0 days 01:32:43.362000,0 days 01:33:12.183000,0 days 01:33:40.333000,316.0,318.0,313.0,,False,HARD,10.0,True,Williams,0 days 01:32:15.710000,2024-09-01 13:39:59.629,1,16.0,False,,False,True
0 days 01:35:04.846000,COL,43,0 days 00:01:24.497000,27.0,2.0,,,0 days 00:00:27.601000,0 days 00:00:28.848000,0 days 00:00:28.048000,0 days 01:34:07.934000,0 days 01:34:36.782000,0 days 01:35:04.830000,318.0,319.0,314.0,328.0,False,HARD,11.0,True,Williams,0 days 01:33:40.349000,2024-09-01 13:41:24.268,1,16.0,False,,False,True
0 days 01:36:29.851000,COL,43,0 days 00:01:25.005000,28.0,2.0,,,0 days 00:00:27.778000,0 days 00:00:29.060000,0 days 00:00:28.167000,0 days 01:35:32.608000,0 days 01:36:01.668000,0 days 01:36:29.835000,315.0,318.0,316.0,327.0,False,HARD,12.0,True,Williams,0 days 01:35:04.846000,2024-09-01 13:42:48.765,1,16.0,False,,False,True
0 days 01:37:55.485000,COL,43,0 days 00:01:25.634000,29.0,2.0,,,0 days 00:00:27.595000,0 days 00:00:29.349000,0 days 00:00:28.690000,0 days 01:36:57.430000,0 days 01:37:26.779000,0 days 01:37:55.469000,323.0,329.0,316.0,340.0,False,HARD,13.0,True,Williams,0 days 01:36:29.851000,2024-09-01 13:44:13.770,1,16.0,False,,False,True
0 days 01:39:20.897000,COL,43,0 days 00:01:25.412000,30.0,2.0,,,0 days 00:00:27.627000,0 days 00:00:29.374000,0 days 00:00:28.411000,0 days 01:38:23.096000,0 days 01:38:52.470000,0 days 01:39:20.881000,315.0,319.0,314.0,342.0,False,HARD,14.0,True,Williams,0 days 01:37:55.485000,2024-09-01 13:45:39.404,1,15.0,False,,False,True
0 days 01:40:46.483000,COL,43,0 days 00:01:25.586000,31.0,2.0,,,0 days 00:00:27.848000,0 days 00:00:29.279000,0 days 00:00:28.459000,0 days 01:39:48.729000,0 days 01:40:18.008000,0 days 01:40:46.467000,,328.0,315.0,333.0,False,HARD,15.0,True,Williams,0 days 01:39:20.897000,2024-09-01 13:47:04.816,1,15.0,False,,False,True
0 days 01:42:11.916000,COL,43,0 days 00:01:25.433000,32.0,2.0,,,0 days 00:00:27.856000,0 days 00:00:29.424000,0 days 00:00:28.153000,0 days 01:41:14.323000,0 days 01:41:43.747000,0 days 01:42:11.900000,311.0,317.0,313.0,356.0,False,HARD,16.0,True,Williams,0 days 01:40:46.483000,2024-09-01 13:48:30.402,1,13.0,False,,False,True
0 days 01:43:36.784000,COL,43,0 days 00:01:24.868000,33.0,2.0,,,0 days 00:00:27.777000,0 days 00:00:29.002000,0 days 00:00:28.089000,0 days 01:42:39.677000,0 days 01:43:08.679000,0 days 01:43:36.768000,313.0,316.0,313.0,324.0,False,HARD,17.0,True,Williams,0 days 01:42:11.916000,2024-09-01 13:49:55.835,1,13.0,False,,False,True
0 days 01:45:01.705000,COL,43,0 days 00:01:24.921000,34.0,2.0,,,0 days 00:00:27.660000,0 days 00:00:29.203000,0 days 00:00:28.058000,0 days 01:44:04.428000,0 days 01:44:33.631000,0 days 01:45:01.689000,316.0,315.0,312.0,326.0,False,HARD,18.0,True,Williams,0 days 01:43:36.784000,2024-09-01 13:51:20.703,1,13.0,False,,False,True
0 days 01:46:26.503000,COL,43,0 days 00:01:24.798000,35.0,2.0,,,0 days 00:00:27.657000,0 days 00:00:29.022000,0 days 00:00:28.119000,0 days 01:45:29.346000,0 days 01:45:58.368000,0 days 01:46:26.487000,,315.0,313.0,325.0,False,HARD,19.0,True,Williams,0 days 01:45:01.705000,2024-09-01 13:52:45.624,1,13.0,False,,False,True
0 days 01:47:51.343000,COL,43,0 days 00:01:24.840000,36.0,2.0,,,0 days 00:00:27.749000,0 days 00:00:28.911000,0 days 00:00:28.180000,0 days 01:46:54.236000,0 days 01:47:23.147000,0 days 01:47:51.327000,,316.0,313.0,323.0,False,HARD,20.0,True,Williams,0 days 01:46:26.503000,2024-09-01 13:54:10.422,1,12.0,False,,False,True
0 days 01:49:16.688000,COL,43,0 days 00:01:25.345000,37.0,2.0,,,0 days 00:00:27.708000,0 days 00:00:29.316000,0 days 00:00:28.321000,0 days 01:48:19.035000,0 days 01:48:48.351000,0 days 01:49:16.672000,,315.0,312.0,325.0,False,HARD,21.0,True,Williams,0 days 01:47:51.343000,2024-09-01 13:55:35.262,1,12.0,False,,False,True
0 days 01:50:41.882000,COL,43,0 days 00:01:25.194000,38.0,2.0,,,0 days 00:00:27.770000,0 days 00:00:29.172000,0 days 00:00:28.252000,0 days 01:49:44.442000,0 days 01:50:13.614000,0 days 01:50:41.866000,317.0,316.0,313.0,326.0,False,HARD,22.0,True,Williams,0 days 01:49:16.688000,2024-09-01 13:57:00.607,1,12.0,False,,False,True
0 days 01:52:07.010000,COL,43,0 days 00:01:25.128000,39.0,2.0,,,0 days 00:00:27.686000,0 days 00:00:29.125000,0 days 00:00:28.317000,0 days 01:51:09.552000,0 days 01:51:38.677000,0 days 01:52:06.994000,,316.0,313.0,324.0,False,HARD,23.0,True,Williams,0 days 01:50:41.882000,2024-09-01 13:58:25.801,1,12.0,False,,False,True
0 days 01:53:32.157000,COL,43,0 days 00:01:25.147000,40.0,2.0,,,0 days 00:00:27.866000,0 days 00:00:29.027000,0 days 00:00:28.254000,0 days 01:52:34.860000,0 days 01:53:03.887000,0 days 01:53:32.141000,316.0,315.0,313.0,323.0,False,HARD,24.0,True,Williams,0 days 01:52:07.010000,2024-09-01 13:59:50.929,1,12.0,False,,False,True
0 days 01:54:56.958000,COL,43,0 days 00:01:24.801000,41.0,2.0,,,0 days 00:00:27.723000,0 days 00:00:28.907000,0 days 00:00:28.171000,0 days 01:53:59.864000,0 days 01:54:28.771000,0 days 01:54:56.942000,317.0,316.0,313.0,325.0,False,HARD,25.0,True,Williams,0 days 01:53:32.157000,2024-09-01 14:01:16.076,1,12.0,False,,False,True
0 days 01:56:21.578000,COL,43,0 days 00:01:24.620000,42.0,2.0,,,0 days 00:00:27.713000,0 days 00:00:28.906000,0 days 00:00:28.001000,0 days 01:55:24.655000,0 days 01:55:53.561000,0 days 01:56:21.562000,316.0,315.0,312.0,324.0,False,HARD,26.0,True,Williams,0 days 01:54:56.958000,2024-09-01 14:02:40.877,1,12.0,False,,False,True
0 days 01:57:47.557000,COL,43,0 days 00:01:25.979000,43.0,2.0,,,0 days 00:00:28.240000,0 days 00:00:29.502000,0 days 00:00:28.237000,0 days 01:56:49.802000,0 days 01:57:19.304000,0 days 01:57:47.541000,317.0,317.0,313.0,336.0,False,HARD,27.0,True,Williams,0 days 01:56:21.578000,2024-09-01 14:04:05.497,1,13.0,False,,False,True
0 days 01:59:12.718000,COL,43,0 days 00:01:25.161000,44.0,2.0,,,0 days 00:00:27.716000,0 days 00:00:29.211000,0 days 00:00:28.234000,0 days 01:58:15.257000,0 days 01:58:44.468000,0 days 01:59:12.702000,315.0,314.0,314.0,327.0,False,HARD,28.0,True,Williams,0 days 01:57:47.557000,2024-09-01 14:05:31.476,1,13.0,False,,False,True
0 days 02:00:37.530000,COL,43,0 days 00:01:24.812000,45.0,2.0,,,0 days 00:00:27.681000,0 days 00:00:28.987000,0 days 00:00:28.144000,0 days 01:59:40.383000,0 days 02:00:09.370000,0 days 02:00:37.514000,314.0,316.0,314.0,324.0,False,HARD,29.0,True,Williams,0 days 01:59:12.718000,2024-09-01 14:06:56.637,1,13.0,False,,False,True
0 days 02:02:02.469000,COL,43,0 days 00:01:24.939000,46.0,2.0,,,0 days 00:00:27.778000,0 days 00:00:29.039000,0 days 00:00:28.122000,0 days 02:01:05.292000,0 days 02:01:34.331000,0 days 02:02:02.453000,312.0,313.0,314.0,340.0,False,HARD,30.0,True,Williams,0 days 02:00:37.530000,2024-09-01 14:08:21.449,1,13.0,False,,False,True
0 days 02:03:27.166000,COL,43,0 days 00:01:24.697000,47.0,2.0,,,0 days 00:00:27.747000,0 days 00:00:28.906000,0 days 00:00:28.044000,0 days 02:02:30.200000,0 days 02:02:59.106000,0 days 02:03:27.150000,313.0,315.0,314.0,324.0,False,HARD,31.0,True,Williams,0 days 02:02:02.469000,2024-09-01 14:09:46.388,1,13.0,False,,False,True
0 days 02:04:51.704000,COL,43,0 days 00:01:24.538000,48.0,2.0,,,0 days 00:00:27.746000,0 days 00:00:28.832000,0 days 00:00:27.960000,0 days 02:03:54.896000,0 days 02:04:23.728000,0 days 02:04:51.688000,314.0,315.0,314.0,325.0,False,HARD,32.0,True,Williams,0 days 02:03:27.166000,2024-09-01 14:11:11.085,1,13.0,False,,False,True
0 days 02:06:16.178000,COL,43,0 days 00:01:24.474000,49.0,2.0,,,0 days 00:00:27.716000,0 days 00:00:28.817000,0 days 00:00:27.941000,0 days 02:05:19.404000,0 days 02:05:48.221000,0 days 02:06:16.162000,317.0,317.0,314.0,,True,HARD,33.0,True,Williams,0 days 02:04:51.704000,2024-09-01 14:12:35.623,1,13.0,False,,False,True
0 days 02:07:40.478000,COL,43,0 days 00:01:24.300000,50.0,2.0,,,0 days 00:00:27.683000,0 days 00:00:28.778000,0 days 00:00:27.839000,0 days 02:06:43.845000,0 days 02:07:12.623000,0 days 02:07:40.462000,316.0,316.0,314.0,,True,HARD,34.0,True,Williams,0 days 02:06:16.178000,2024-09-01 14:14:00.097,1,13.0,False,,False,True
0 days 02:09:04.664000,COL,43,0 days 00:01:24.186000,51.0,2.0,,,0 days 00:00:27.623000,0 days 00:00:28.661000,0 days 00:00:27.902000,0 days 02:08:08.085000,0 days 02:08:36.746000,0 days 02:09:04.648000,,316.0,314.0,324.0,True,HARD,35.0,True,Williams,0 days 02:07:40.478000,2024-09-01 14:15:24.397,1,13.0,False,,False,True
0 days 02:10:29.093000,COL,43,0 days 00:01:24.429000,52.0,2.0,,,0 days 00:00:27.719000,0 days 00:00:28.664000,0 days 00:00:28.046000,0 days 02:09:32.367000,0 days 02:10:01.031000,0 days 02:10:29.077000,,316.0,313.0,,False,HARD,36.0,True,Williams,0 days 02:09:04.664000,2024-09-01 14:16:48.583,1,13.0,False,,False,True
0 days 02:11:52.821000,COL,43,0 days 00:01:23.728000,53.0,2.0,,,0 days 00:00:27.470000,0 days 00:00:28.560000,0 days 00:00:27.698000,0 days 02:10:56.547000,0 days 02:11:25.107000,0 days 02:11:52.805000,317.0,329.0,315.0,338.0,True,HARD,37.0,True,Williams,0 days 02:10:29.093000,2024-09-01 14:18:13.012,1,13.0,False,,False,True
0 days 00:57:23.890000,RIC,3,0 days 00:01:33.104000,1.0,1.0,,,,0 days 00:00:32.159000,0 days 00:00:29.497000,,0 days 00:56:54.510000,0 days 00:57:23.948000,334.0,327.0,312.0,290.0,False,MEDIUM,1.0,True,RB,0 days 00:55:50.494000,2024-09-01 13:03:34.413,1,11.0,False,,False,False
0 days 00:58:51.067000,RIC,3,0 days 00:01:27.177000,2.0,1.0,,,0 days 00:00:27.871000,0 days 00:00:30.129000,0 days 00:00:29.177000,0 days 00:57:51.747000,0 days 00:58:21.876000,0 days 00:58:51.053000,316.0,333.0,311.0,313.0,True,MEDIUM,2.0,True,RB,0 days 00:57:23.890000,2024-09-01 13:05:07.809,1,11.0,False,,False,True
0 days 01:00:17.655000,RIC,3,0 days 00:01:26.588000,3.0,1.0,,,0 days 00:00:27.948000,0 days 00:00:29.629000,0 days 00:00:29.011000,0 days 00:59:19.001000,0 days 00:59:48.630000,0 days 01:00:17.641000,317.0,327.0,312.0,326.0,True,MEDIUM,3.0,True,RB,0 days 00:58:51.067000,2024-09-01 13:06:34.986,1,11.0,False,,False,True
0 days 01:01:44.143000,RIC,3,0 days 00:01:26.488000,4.0,1.0,,,0 days 00:00:27.785000,0 days 00:00:29.623000,0 days 00:00:29.080000,0 days 01:00:45.426000,0 days 01:01:15.049000,0 days 01:01:44.129000,,330.0,310.0,315.0,True,MEDIUM,4.0,True,RB,0 days 01:00:17.655000,2024-09-01 13:08:01.574,1,11.0,False,,False,True
0 days 01:03:10.394000,RIC,3,0 days 00:01:26.251000,5.0,1.0,,,0 days 00:00:27.781000,0 days 00:00:29.441000,0 days 00:00:29.029000,0 days 01:02:11.910000,0 days 01:02:41.351000,0 days 01:03:10.380000,315.0,335.0,310.0,324.0,True,MEDIUM,5.0,True,RB,0 days 01:01:44.143000,2024-09-01 13:09:28.062,1,11.0,False,,False,True
0 days 01:04:36.293000,RIC,3,0 days 00:01:25.899000,6.0,1.0,,,0 days 00:00:27.725000,0 days 00:00:29.480000,0 days 00:00:28.694000,0 days 01:03:38.105000,0 days 01:04:07.585000,0 days 01:04:36.279000,313.0,325.0,311.0,321.0,True,MEDIUM,6.0,True,RB,0 days 01:03:10.394000,2024-09-01 13:10:54.313,1,11.0,False,,False,True
0 days 01:06:02.006000,RIC,3,0 days 00:01:25.713000,7.0,1.0,,,0 days 00:00:27.574000,0 days 00:00:29.272000,0 days 00:00:28.867000,0 days 01:05:03.853000,0 days 01:05:33.125000,0 days 01:06:01.992000,317.0,337.0,311.0,337.0,True,MEDIUM,7.0,True,RB,0 days 01:04:36.293000,2024-09-01 13:12:20.212,1,11.0,False,,False,True
0 days 01:07:27.999000,RIC,3,0 days 00:01:25.993000,8.0,1.0,,,0 days 00:00:27.754000,0 days 00:00:29.407000,0 days 00:00:28.832000,0 days 01:06:29.746000,0 days 01:06:59.153000,0 days 01:07:27.985000,315.0,336.0,310.0,331.0,False,MEDIUM,8.0,True,RB,0 days 01:06:02.006000,2024-09-01 13:13:45.925,1,11.0,False,,False,True
0 days 01:08:53.814000,RIC,3,0 days 00:01:25.815000,9.0,1.0,,,0 days 00:00:27.645000,0 days 00:00:29.238000,0 days 00:00:28.932000,0 days 01:07:55.630000,0 days 01:08:24.868000,0 days 01:08:53.800000,314.0,334.0,310.0,329.0,False,MEDIUM,9.0,True,RB,0 days 01:07:27.999000,2024-09-01 13:15:11.918,1,11.0,False,,False,True
0 days 01:10:19.925000,RIC,3,0 days 00:01:26.111000,10.0,1.0,,,0 days 00:00:27.654000,0 days 00:00:29.634000,0 days 00:00:28.823000,0 days 01:09:21.454000,0 days 01:09:51.088000,0 days 01:10:19.911000,308.0,334.0,310.0,340.0,False,MEDIUM,10.0,True,RB,0 days 01:08:53.814000,2024-09-01 13:16:37.733,1,11.0,True,TRACK LIMITS AT TURN 2 LAP 10 ,False,True
0 days 01:11:51.887000,RIC,3,0 days 00:01:31.962000,11.0,1.0,,0 days 01:11:48.208000,0 days 00:00:28.537000,0 days 00:00:29.822000,0 days 00:00:33.603000,0 days 01:10:48.448000,0 days 01:11:18.270000,0 days 01:11:51.873000,321.0,334.0,,,False,MEDIUM,11.0,True,RB,0 days 01:10:19.925000,2024-09-01 13:18:03.844,1,14.0,False,,False,False
0 days 01:13:44.075000,RIC,3,0 days 00:01:52.188000,12.0,2.0,0 days 01:12:18.601000,,0 days 00:00:53.859000,0 days 00:00:29.514000,0 days 00:00:28.815000,0 days 01:12:45.732000,0 days 01:13:15.246000,0 days 01:13:44.061000,310.0,316.0,309.0,283.0,False,HARD,2.0,False,RB,0 days 01:11:51.887000,2024-09-01 13:19:35.806,1,18.0,False,,False,False
0 days 01:15:10.197000,RIC,3,0 days 00:01:26.122000,13.0,2.0,,,0 days 00:00:27.957000,0 days 00:00:29.332000,0 days 00:00:28.833000,0 days 01:14:12.018000,0 days 01:14:41.350000,0 days 01:15:10.183000,311.0,316.0,309.0,312.0,False,HARD,3.0,False,RB,0 days 01:13:44.075000,2024-09-01 13:21:27.994,1,18.0,False,,False,True
0 days 01:16:36.024000,RIC,3,0 days 00:01:25.827000,14.0,2.0,,,0 days 00:00:27.740000,0 days 00:00:29.295000,0 days 00:00:28.792000,0 days 01:15:37.923000,0 days 01:16:07.218000,0 days 01:16:36.010000,314.0,318.0,309.0,314.0,False,HARD,4.0,False,RB,0 days 01:15:10.197000,2024-09-01 13:22:54.116,1,18.0,False,,False,True
0 days 01:18:01.596000,RIC,3,0 days 00:01:25.572000,15.0,2.0,,,0 days 00:00:27.778000,0 days 00:00:29.198000,0 days 00:00:28.596000,0 days 01:17:03.788000,0 days 01:17:32.986000,0 days 01:18:01.582000,313.0,318.0,310.0,313.0,True,HARD,5.0,False,RB,0 days 01:16:36.024000,2024-09-01 13:24:19.943,1,18.0,False,,False,True
0 days 01:19:26.994000,RIC,3,0 days 00:01:25.398000,16.0,2.0,,,0 days 00:00:27.642000,0 days 00:00:29.130000,0 days 00:00:28.626000,0 days 01:18:29.224000,0 days 01:18:58.354000,0 days 01:19:26.980000,314.0,317.0,309.0,316.0,True,HARD,6.0,False,RB,0 days 01:18:01.596000,2024-09-01 13:25:45.515,1,17.0,False,,False,True
0 days 01:20:52.022000,RIC,3,0 days 00:01:25.028000,17.0,2.0,,,0 days 00:00:27.631000,0 days 00:00:28.931000,0 days 00:00:28.466000,0 days 01:19:54.611000,0 days 01:20:23.542000,0 days 01:20:52.008000,,318.0,310.0,317.0,True,HARD,7.0,False,RB,0 days 01:19:26.994000,2024-09-01 13:27:10.913,1,16.0,False,,False,True
0 days 01:22:17.084000,RIC,3,0 days 00:01:25.062000,18.0,2.0,,,0 days 00:00:27.583000,0 days 00:00:29.066000,0 days 00:00:28.413000,0 days 01:21:19.591000,0 days 01:21:48.657000,0 days 01:22:17.070000,,320.0,310.0,318.0,False,HARD,8.0,False,RB,0 days 01:20:52.022000,2024-09-01 13:28:35.941,1,16.0,False,,False,True
0 days 01:23:41.981000,RIC,3,0 days 00:01:24.897000,19.0,2.0,,,0 days 00:00:27.628000,0 days 00:00:28.841000,0 days 00:00:28.428000,0 days 01:22:44.698000,0 days 01:23:13.539000,0 days 01:23:41.967000,,318.0,310.0,316.0,True,HARD,9.0,False,RB,0 days 01:22:17.084000,2024-09-01 13:30:01.003,1,16.0,False,,False,True
0 days 01:25:06.734000,RIC,3,0 days 00:01:24.753000,20.0,2.0,,,0 days 00:00:27.521000,0 days 00:00:28.905000,0 days 00:00:28.327000,0 days 01:24:09.488000,0 days 01:24:38.393000,0 days 01:25:06.720000,315.0,320.0,310.0,321.0,True,HARD,10.0,False,RB,0 days 01:23:41.981000,2024-09-01 13:31:25.900,1,15.0,False,,False,True
0 days 01:26:31.725000,RIC,3,0 days 00:01:24.991000,21.0,2.0,,,0 days 00:00:27.635000,0 days 00:00:28.913000,0 days 00:00:28.443000,0 days 01:25:34.355000,0 days 01:26:03.268000,0 days 01:26:31.711000,314.0,320.0,310.0,318.0,False,HARD,11.0,False,RB,0 days 01:25:06.734000,2024-09-01 13:32:50.653,1,15.0,False,,False,True
0 days 01:27:56.805000,RIC,3,0 days 00:01:25.080000,22.0,2.0,,,0 days 00:00:27.587000,0 days 00:00:29.013000,0 days 00:00:28.480000,0 days 01:26:59.298000,0 days 01:27:28.311000,0 days 01:27:56.791000,316.0,320.0,311.0,320.0,False,HARD,12.0,False,RB,0 days 01:26:31.725000,2024-09-01 13:34:15.644,1,15.0,False,,False,True
0 days 01:29:21.653000,RIC,3,0 days 00:01:24.848000,23.0,2.0,,,0 days 00:00:27.556000,0 days 00:00:28.924000,0 days 00:00:28.368000,0 days 01:28:24.347000,0 days 01:28:53.271000,0 days 01:29:21.639000,,319.0,311.0,321.0,False,HARD,13.0,False,RB,0 days 01:27:56.805000,2024-09-01 13:35:40.724,1,15.0,False,,False,True
0 days 01:30:46.584000,RIC,3,0 days 00:01:24.931000,24.0,2.0,,,0 days 00:00:27.554000,0 days 00:00:28.850000,0 days 00:00:28.527000,0 days 01:29:49.193000,0 days 01:30:18.043000,0 days 01:30:46.570000,315.0,320.0,311.0,317.0,False,HARD,14.0,False,RB,0 days 01:29:21.653000,2024-09-01 13:37:05.572,1,15.0,False,,False,True
0 days 01:32:11.631000,RIC,3,0 days 00:01:25.047000,25.0,2.0,,,0 days 00:00:27.570000,0 days 00:00:29.013000,0 days 00:00:28.464000,0 days 01:31:14.140000,0 days 01:31:43.153000,0 days 01:32:11.617000,,321.0,311.0,320.0,False,HARD,15.0,False,RB,0 days 01:30:46.584000,2024-09-01 13:38:30.503,1,15.0,False,,False,True
0 days 01:33:36.537000,RIC,3,0 days 00:01:24.906000,26.0,2.0,,,0 days 00:00:27.615000,0 days 00:00:28.879000,0 days 00:00:28.412000,0 days 01:32:39.232000,0 days 01:33:08.111000,0 days 01:33:36.523000,,335.0,315.0,,False,HARD,16.0,False,RB,0 days 01:32:11.631000,2024-09-01 13:39:55.550,1,15.0,False,,False,True
0 days 01:35:02.132000,RIC,3,0 days 00:01:25.595000,27.0,2.0,,,0 days 00:00:27.693000,0 days 00:00:29.487000,0 days 00:00:28.415000,0 days 01:34:04.216000,0 days 01:34:33.703000,0 days 01:35:02.118000,332.0,322.0,314.0,355.0,False,HARD,17.0,False,RB,0 days 01:33:36.537000,2024-09-01 13:41:20.456,1,14.0,False,,False,True
0 days 01:36:27.512000,RIC,3,0 days 00:01:25.380000,28.0,2.0,,,0 days 00:00:27.540000,0 days 00:00:29.361000,0 days 00:00:28.479000,0 days 01:35:29.658000,0 days 01:35:59.019000,0 days 01:36:27.498000,321.0,333.0,316.0,334.0,False,HARD,18.0,False,RB,0 days 01:35:02.132000,2024-09-01 13:42:46.051,1,14.0,False,,False,True
0 days 01:37:52.347000,RIC,3,0 days 00:01:24.835000,29.0,2.0,,,0 days 00:00:27.375000,0 days 00:00:29.007000,0 days 00:00:28.453000,0 days 01:36:54.873000,0 days 01:37:23.880000,0 days 01:37:52.333000,314.0,319.0,310.0,346.0,False,HARD,19.0,False,RB,0 days 01:36:27.512000,2024-09-01 13:44:11.431,1,13.0,False,,False,True
0 days 01:39:17.317000,RIC,3,0 days 00:01:24.970000,30.0,2.0,,,0 days 00:00:27.629000,0 days 00:00:28.907000,0 days 00:00:28.434000,0 days 01:38:19.962000,0 days 01:38:48.869000,0 days 01:39:17.303000,,318.0,310.0,317.0,False,HARD,20.0,False,RB,0 days 01:37:52.347000,2024-09-01 13:45:36.266,1,13.0,False,,False,True
